id,text,processed_text
17983,Mind 5 Mal  Woche,mind 5 mal woche
17984,Coup,coup
17985,Emmy,emmy
17986,Byke,byke
17987,Deezer,deezer
17988,Donkey Republic,donkey republic
17989,LidlBikes  DB,lidlbikes db
17990,LimeBike,limebike
17991,MVG Rad,mvg rad
17992,Nextbike,nextbike
17993,Aadvantage American Airlines US Airways,aadvantage american airline u airway
17994,Aeroplan Air Canada,aeroplan air canada
17995,Avios Flybe,avios flybe
17996,Dynasty Flyer China Airlines,dynasty flyer china airline
17997,Eastern Miles China Eastern,eastern mile china eastern
17998,Etihad Guest Etihad Airways,etihad guest etihad airway
17999,EuroBonus SAS,eurobonus sa
18000,Executive Club  British Airways,executive club british airway
18001,Flying Blue KLM Air France Virgin,flying blue klm air france virgin
18002,JAL Mileage Bank Japan Airlines,jal mileage bank japan airline
18003,KrisFlyer Singapore Airlines,krisflyer singapore airline
18004,MileagePlus United Airlines,mileageplus united airline
18005,Miles amp More ua Lufthansa Austrian LOT Germanwings Swiss,mile amp ua lufthansa austrian lot germanwings swiss
18006,Miles amp Smiles Turkish Airlines,mile amp smile turkish airline
18007,Privilege Club Qatar Airways,privilege club qatar airway
18008,SkyMiles Delta Air Lines,skymiles delta air line
18009,Skypass Korean Air,skypass korean air
18010,Skywards Emirates,skywards emirate
18011,Allergy or sinus headaches,allergy sinus headache
18012,Caffeine headaches,caffeine headache
18013,Chronic headaches,chronic headache
18014,Cluster headaches,cluster headache
18015,Exertion headaches,exertion headache
18016,Hormone headaches,hormone headache
18017,Hypertension headaches,hypertension headache
18018,I do not suffer from headaches,suffer headache
18019,Posttraumatic headaches,posttraumatic headache
18020,Rebound headaches,rebound headache
18021,Tension headaches,tension headache
18022,Shapiro  Only,shapiro
18023,Shaprio Matched to SG,shaprio matched sg
18024,Consumer,consumer
18025,Executive,executive
18026,Casadoa,casadoa
18027,Divorciadoa,divorciadoa
18028,Separadoa,separadoa
18029,Soltero,soltero
18030,Viudoa,viudoa
18031,Viviendo en pareja,viviendo en pareja
18032,Espantildea,espantildea
18033,Fuera de la UE,fuera de la ue
18034,Otro paiacutes UE,otro paiacutes ue
18035,Bachillerato  COU,bachillerato cou
18036,Ciclo Formativo de Grado Medio  FP1,ciclo formativo de grado medio fp1
18037,Ciclo Formativo de Grado Superior  FP2,ciclo formativo de grado superior fp2
18038,Educacioacuten Primaria,educacioacuten primaria
18039,Educacioacuten Secundaria Obligatoria ESO ha estudiado hasta los 15 antildeos,educacioacuten secundaria obligatoria eso ha estudiado hasta los 15 antildeos
18040,Licenciatura Diplomatura  Ingenieriacutea,licenciatura diplomatura ingenieriacutea
18041,Master  Doctorado,master doctorado
18042,1 hijo,1 hijo
18043,2 hijos,2 hijos
18044,3 hijos,3 hijos
18045,4 hijos,4 hijos
18046,5 o más hijos,5 hijos
18047,No tengo hijos  ninguno de mis hijos vive en mi hogar,tengo hijos ninguno de mi hijos vive en mi hogar
18048,Chica,chica
18049,Chico,chico
18050,Anterior al 1988,anterior al 1988
18051,Niña,ni
18052,Niño,ni
18053,Administracioacuten en general,administracioacuten en general
18054,Compras,compras
18055,Ejecutivogerentejefe departamento,ejecutivogerentejefe departamento
18056,Finanzascontabilidad,finanzascontabilidad
18057,Informaacutetica,informaacutetica
18058,Otros,otros
18059,Periodismomedios de comunicacioacuten,periodismomedios de comunicacioacuten
18060,Produccioacutenlogiacutestica,produccioacutenlogiacutestica
18061,Psicologiacutea,psicologiacutea
18062,Publicidadmarketingestudios de mercado,publicidadmarketingestudios de mercado
18063,Relaciones puacuteblicas,relaciones puacuteblicas
18064,Sector salud,sector salud
18065,Turismo,turismo
18066,12000  19999,12000 19999
18067,20000  44999,20000 44999
18068,45000  70000,45000 70000
18069,Más que 70000,que 70000
18070,Menos que 12000,menos que 12000
18071,Prefiero no responder,prefiero responder
18072,Casa de alquiler,casa de alquiler
18073,Casa en propiedad,casa en propiedad
18074,Piso de alquiler,piso de alquiler
18075,Piso en propiedad,piso en propiedad
18076,Alemán,alem n
18077,Arabic,arabic
18078,Castellano,castellano
18079,Catalán,catal n
18080,Chino,chino
18081,Euskera,euskera
18082,Francés,franc
18083,Gallego,gallego
18084,Inglés,ingl
18085,Italiano,italiano
18086,Maacutes de un coche,maacutes de un coche
18087,Ninguacuten coche,ninguacuten coche
18088,Un coche,un coche
18089,2018 o posterior,2018 posterior
18090,Anterior al 2008,anterior al 2008
18091,De segunda mano,de segunda mano
18092,Nuevo,nuevo
18093,Siacute de ciclomotor,siacute de ciclomotor
18094,Siacute un scooter 251 a 400 cc,siacute un scooter 251 400 cc
18095,Siacute un scooter de 126 a 250 cc,siacute un scooter de 126 250 cc
18096,Siacute un scooter de maacutes de 400 cc,siacute un scooter de maacutes de 400 cc
18097,Siacute un scooter hasta 125 cc,siacute un scooter hasta 125 cc
18098,Siacute una moto de 126 a 250 cc,siacute una moto de 126 250 cc
18099,Siacute una moto de 251 a 400 cc,siacute una moto de 251 400 cc
18100,Siacute una moto de maacutes de 400 cc,siacute una moto de maacutes de 400 cc
18101,Siacute una moto hasta 125 cc,siacute una moto hasta 125 cc
18102,Derbi,derbi
18103,Ducatti,ducatti
18104,Otra marca,otra marca
18105,Piaggio,piaggio
18106,SYM,sym
18107,No tengo canas 0,tengo canas 0
18108,Tengo bastantes canas 1030,tengo bastantes canas 1030
18109,Tengo el cabello blanco 70100,tengo el cabello blanco 70100
18110,Tengo el cabello plateado 5070,tengo el cabello plateado 5070
18111,Tengo muchas canas 3050,tengo muchas canas 3050
18112,Tengo muy pocas canas 110,tengo muy pocas canas 110
18113,Alcampo,alcampo
18114,Bonpreu,bonpreu
18115,Carrefour,carrefour
18116,Condis,condis
18117,Consum,consum
18118,El Corte Ingleacutes,el corte ingleacutes
18119,Eroski  Caprabo,eroski caprabo
18120,Mercadona,mercadona
18121,Otro,otro
18122,Tiendas de barrio,tiendas de barrio
18123,Abanca,abanca
18124,Banco Popular,banco popular
18125,Banco Sabadell,banco sabadell
18126,Bankia,bankia
18127,Bankinter,bankinter
18128,BBVA,bbva
18129,Evo Bank,evo bank
18130,Kutxabank,kutxabank
18131,La Caixa  CaixaBank,la caixa caixabank
18132,No trabajo con ninguacuten banco,trabajo con ninguacuten banco
18133,Santander,santander
18134,1 vez al antildeo,1 vez al antildeo
18135,1 vez al mes,1 vez al me
18136,1 vez cada cuatro meses,1 vez cada cuatro me
18137,1 vez cada dos meses,1 vez cada do me
18138,1 vez cada seis meses,1 vez cada seis me
18139,1 vez cada tres meses,1 vez cada tres me
18140,1 vez por semana,1 vez por semana
18141,Con menor frecuencia,con menor frecuencia
18142,Nunca,nunca
18143,iOS Apple,io apple
18144,No tengo smartphone,tengo smartphone
18145,Apple Music,apple music
18146,HBO,hbo
18147,Movistar TV,movistar tv
18148,No uso contenidos digitales de pago,uso contenidos digitales de pago
18149,Orange TV,orange tv
18150,Sky TV,sky tv
18151,Vodafone TV,vodafone tv
18152,Ninguna,ninguna
18153,Otra,otra
18154,Entrevista por teleacutefono CATI,entrevista por teleacutefono cati
18155,Flyers,flyer
18156,Internetpaacutegina web,internetpaacutegina web
18157,Me invitaron a participar a un estudio en la calle,invitaron participar un estudio en la calle
18158,Participo en Personas con Opinioacuten desde hace un tiempo,participo en persona con opinioacuten desde hace un tiempo
18159,Recomendacioacuteninvitacioacuten de un amigoconocido,recomendacioacuteninvitacioacuten de un amigoconocido
18160,Red social Facebook Twitter etc,red social facebook twitter etc
18161,Andaluciacutea,andaluciacutea
18162,Aragoacuten,aragoacuten
18163,Asturias,asturias
18164,Baleares,baleares
18165,Canarias,canarias
18166,Cantabria,cantabria
18167,Castilla La Mancha,castilla la mancha
18168,Castilla y Leoacuten,castilla leoacuten
18169,Cataluntildea,cataluntildea
18170,Ceuta,ceuta
18171,Com Valenciana,com valenciana
18172,Extremadura,extremadura
18173,Galicia,galicia
18174,La Rioja,la rioja
18175,Madrid,madrid
18176,Melilla,melilla
18177,Murcia,murcia
18178,Navarra,navarra
18179,Paiacutes Vasco,paiacutes vasco
18180,Aacutelava,aacutelava
18181,Aacutevila,aacutevila
18182,Albacete,albacete
18183,Alicante,alicante
18184,Almeriacutea,almeriacutea
18185,Badajoz,badajoz
18186,Barcelona,barcelona
18187,Bizkaia,bizkaia
18188,Burgos,burgos
18189,Caacuteceres,caacuteceres
18190,Caacutediz,caacutediz
18191,Coacuterdoba,coacuterdoba
18192,CTenerife,ctenerife
18193,Castelloacuten,castelloacuten
18194,Ciudad Real,ciudad real
18195,Coruntildea A,coruntildea
18196,Cuenca,cuenca
18197,Girona,girona
18198,Guadalajara,guadalajara
18199,Guipuzcoa Guipuzkoa,guipuzcoa guipuzkoa
18200,Huelva,huelva
18201,Huesca,huesca
18202,Jaeacuten,jaeacuten
18203,Leoacuten,leoacuten
18204,Lleida,lleida
18205,Lugo,lugo
18206,Maacutelaga,maacutelaga
18207,Ourense,ourense
18208,Palencia,palencia
18209,Palmas Las,palmas la
18210,Pontevedra,pontevedra
18211,Rioja La,rioja la
18212,Salamanca,salamanca
18213,Segovia,segovia
18214,Sevilla,sevilla
18215,Soria,soria
18216,Tarragona,tarragona
18217,Teruel,teruel
18218,Toledo,toledo
18219,Valencia,valencia
18220,Valladolid,valladolid
18221,Zamora,zamora
18222,Zaragoza,zaragoza
18223,Chief accounting officer,chief accounting officer
18224,Chief analytics officer,chief analytics officer
18225,Chief Audit Officer,chief audit officer
18226,Chief brand officer,chief brand officer
18227,Chief business development officer,chief business development officer
18228,Chief business officer,chief business officer
18229,Chief commercial officer,chief commercial officer
18230,Chief communications officer,chief communication officer
18231,Chief compliance officer,chief compliance officer
18232,Chief content officer,chief content officer
18233,Chief creative officer,chief creative officer
18234,Chief Credit Officer,chief credit officer
18235,Chief customer officer,chief customer officer
18236,Chief data officer,chief data officer
18237,Chief design officer,chief design officer
18238,Chief digital officer,chief digital officer
18239,Chief diversity officer,chief diversity officer
18240,Chief events officer,chief event officer
18241,Chief experience officer,chief experience officer
18242,Chief External Affairs Officer,chief external affair officer
18243,Chief gaming officer,chief gaming officer
18244,Chief genealogical officer,chief genealogical officer
18245,Chief human resources,chief human resource
18246,Chief information security,chief information security
18247,Chief innovation officer,chief innovation officer
18248,Chief investment officer,chief investment officer
18249,Chief knowledge officer,chief knowledge officer
18250,Chief learning officer,chief learning officer
18251,Chief legal officer,chief legal officer
18252,Chief lending Officer,chief lending officer
18253,Chief marketing officer,chief marketing officer
18254,Chief operating officer,chief operating officer
18255,Chief privacy officer,chief privacy officer
18256,Chief process officer,chief process officer
18257,Chief product officer,chief product officer
18258,Chief reputation officer,chief reputation officer
18259,Chief research officer,chief research officer
18260,Chief restructuring officer,chief restructuring officer
18261,Chief revenue officer,chief revenue officer
18262,Chief risk officer,chief risk officer
18263,Chief Sales Officer,chief sale officer
18264,Chief scientific officer,chief scientific officer
18265,Chief security officer,chief security officer
18266,Chief services officer,chief service officer
18267,Chief strategy officer,chief strategy officer
18268,Chief sustainability officer,chief sustainability officer
18269,Chief visibility officer,chief visibility officer
18270,Chief visionary officer,chief visionary officer
18271,Chief web officer,chief web officer
18272,Kleenex Soothing Lotion 2ply,kleenex soothing lotion 2ply
18273,Kleenex Trusted Care 2ply,kleenex trusted care 2ply
18274,Kleenex Ultra Soft Tissues  3 ply,kleenex ultra soft tissue 3 ply
18275,Puffs Everyday 2ply,puff everyday 2ply
18276,Puffs Plus Lotion 2ply,puff plus lotion 2ply
18277,Puffs Ultra Soft 2ply,puff ultra soft 2ply
18278,Scotties Everyday Comfort 2ply,scottie everyday comfort 2ply
18279,Scotties Soothing Aloe 3 ply,scottie soothing aloe 3 ply
18280,Scotties Ultra Plush 3 ply,scottie ultra plush 3 ply
18281,Store Brand 2ply,store brand 2ply
18282,Store Brand 3 ply,store brand 3 ply
18283,Große Großstadt,gro e gro stadt
18284,Größere Kleinstadt,gr ere kleinstadt
18285,Größere Mittelstadt,gr ere mittelstadt
18286,Kleine Kleinstadt,kleine kleinstadt
18287,Kleinere Großstadt,kleinere gro stadt
18288,Kleinere Mittelstadt,kleinere mittelstadt
18289,Landgemeinde,landgemeinde
18290,ADD  ADHD,add adhd
18291,Depression  Anxiety,depression anxiety
18292,I do not have children,child
18293,Aerospace amp Defense,aerospace amp defense
18294,Airline,airline
18295,Arts Entertainment and Recreation,art entertainment recreation
18296,Association or other Non or NotForProfit,association non notforprofit
18297,Automotive Auto Parts,automotive auto part
18298,Broadcasting amp Cable,broadcasting amp cable
18299,Business Services,business service
18300,Chemicals amp Plastics,chemical amp plastic
18301,Consumer Products amp Goods,consumer product amp good
18302,Electronic amp Electrical Equipment,electronic amp electrical equipment
18303,Engineering or Architecture,engineering architecture
18304,Food Beverages amp Tobacco,food beverage amp tobacco
18305,Government or Public Administration,government public administration
18306,Graphic and Computer Design,graphic computer design
18307,Healthcare Facilities,healthcare facility
18308,Healthcare Pharmaceuticals,healthcare pharmaceutical
18309,Healthcare Products amp Supplies,healthcare product amp supply
18310,HospitalityRestaurantsHotels,hospitalityrestaurantshotels
18311,Interior Design,interior design
18312,Internet Service Providers,internet service provider
18313,Natural Resources amp Mining,natural resource amp mining
18314,Petroleum,petroleum
18315,Printing or Publishing,printing publishing
18316,Real EstateDevleopment,real estatedevleopment
18317,Real EstateRental amp Leasing,real estaterental amp leasing
18318,Research amp Development,research amp development
18319,Technology  Hardware,technology hardware
18320,Technology  Networkingecommerce,technology networkingecommerce
18321,Technology  SoftwareApplication,technology softwareapplication
18322,Telemarking Call Center,telemarking call center
18323,Traditional MediaEntertainment,traditional mediaentertainment
18324,Transportation Delivery Services,transportation delivery service
18325,Transportation DistributionTruckingLogistics,transportation distributiontruckinglogistics
18326,Travel amp Tourism,travel amp tourism
18327,Utilities,utility
18328,Warehousing,warehousing
18329,Wholesale Trade,wholesale trade
18330,ClientCustomer Development,clientcustomer development
18331,CommunicationsInternal Communications,communicationsinternal communication
18332,Compliance,compliance
18333,Innovation,innovation
18334,PurchasingProcurement,purchasingprocurement
18335,StrategyCorporate StrategyBusiness Development,strategycorporate strategybusiness development
18336,Siacute estoy conforme con el almacenamiento y tratamiento de mis datos recogidos en este cuestionario y con las normas de pertenencia al panel,siacute estoy conforme con el almacenamiento tratamiento de mi datos recogidos en este cuestionario con la norma de pertenencia al panel
18337,Dra,dra
18338,Sr,sr
18339,Sra,sra
18340,siacute estoy conforme con el almacenamiento y tratamiento de mis datos,siacute estoy conforme con el almacenamiento tratamiento de mi datos
18341,Biólogoa,bi logoa
18342,Enfermeroa,enfermeroa
18343,Farmacéutico calle,farmac utico calle
18344,Médicoa,dicoa
18345,Médicoa farmaceútico,dicoa farmace tico
18346,Odontólogoa,odont logoa
18347,Otras profesiones sanitarias,otras profesiones sanitarias
18348,Suministro Sanitario,suministro sanitario
18349,Veterinarioa,veterinarioa
18350,Segment 1 Nostalgic Ned,segment 1 nostalgic ned
18351,Segment 2 Basic Betty,segment 2 basic betty
18352,Segment 3 Average Amy,segment 3 average amy
18353,Segment 4 Emerging Emily,segment 4 emerging emily
18354,Segment 5 Avid Allen,segment 5 avid allen
18355,Credit Union,credit union
18356,Manufacturers and Traders Trust Company MampT,manufacturer trader trust company mampt
18357,I call my bank over the phone,call bank phone
18358,I go into the bank,go bank
18359,I go online and use my banks website,go online use bank website
18360,I log into my banking app on my phone,log banking app phone
18361,Alipay,alipay
18362,ApplePay,applepay
18363,Cash app,cash app
18364,Chase QuickPay,chase quickpay
18365,Facebook Messenger,facebook messenger
18366,FiServ,fiserv
18367,Google Pay,google pay
18368,I do not use peer to peer apps,use peer peer apps
18369,MasterPass,masterpass
18370,Other Please specify,please specify
18371,Pay TM,pay tm
18372,PayPal,paypal
18373,Skrill,skrill
18374,Venmo,venmo
18375,Zelle,zelle
18376,I do not own a smartphone,smartphone
18377,Business                  ,business
18378,Asos,asos
18379,Foot Locker,foot locker
18380,Kohls,kohl
18381,Macys,macys
18382,Zappos,zappos
18383,Zara,zara
18384,Biologiacutea  especialista en fertilidad,biologiacutea especialista en fertilidad
18385,Bioquiacutemica cliacutenica,bioquiacutemica cliacutenica
18386,Embrioacutelogiacutea,embrioacutelogiacutea
18387,Geneacutetica,geneacutetica
18388,Microbiologiacutea y Parasitologiacutea,microbiologiacutea parasitologiacutea
18389,A domicilio,domicilio
18390,Alergologiacutea e Inmunologiacutea cliacutenica,alergologiacutea e inmunologiacutea cliacutenica
18391,Andrologiacutea,andrologiacutea
18392,Anestesiologiacutea y reanimacioacuten,anestesiologiacutea reanimacioacuten
18393,Angiologiacutea,angiologiacutea
18394,Aparato digestivo,aparato digestivo
18395,Cardiologiacutea  Cliacutenica,cardiologiacutea cliacutenica
18396,Cardiologiacutea  Electrofisiologiacutea,cardiologiacutea electrofisiologiacutea
18397,Cardiologiacutea  Intervencionista,cardiologiacutea intervencionista
18398,Cardiologiacutea  Otros,cardiologiacutea otros
18399,Cirugiacutea  Otros,cirugiacutea otros
18400,Cirugiacutea abdominal,cirugiacutea abdominal
18401,Cirugiacutea bariaacutetrica,cirugiacutea bariaacutetrica
18402,Cirugiacutea bucal,cirugiacutea bucal
18403,Cirugiacutea cabeza y cuello,cirugiacutea cabeza cuello
18404,Cirugiacutea cardiovascular,cirugiacutea cardiovascular
18405,Cirugiacutea colorrectal,cirugiacutea colorrectal
18406,Cirugiacutea digestiva,cirugiacutea digestiva
18407,Cirugiacutea general,cirugiacutea general
18408,Cirugiacutea hepaacutetica,cirugiacutea hepaacutetica
18409,Cirugiacutea maxilofacial,cirugiacutea maxilofacial
18410,Cirugiacutea oftalmoloacutegica,cirugiacutea oftalmoloacutegica
18411,Cirugiacutea oncoloacutegica,cirugiacutea oncoloacutegica
18412,Cirugiacutea ortopeacutedica,cirugiacutea ortopeacutedica
18413,Cirugiacutea pediaacutetrica,cirugiacutea pediaacutetrica
18414,Cirugiacutea plaacutestica y reparadora  esteacutetica,cirugiacutea plaacutestica reparadora esteacutetica
18415,Cirugiacutea toraacutecica,cirugiacutea toraacutecica
18416,Cirugiacutea transplantes,cirugiacutea transplantes
18417,Cirugiacutea uroloacutegica,cirugiacutea uroloacutegica
18418,Cirugiacutea vascular,cirugiacutea vascular
18419,Dermatologiacutea  Cliacutenica,dermatologiacutea cliacutenica
18420,Dermatologiacutea  Esteacutetica,dermatologiacutea esteacutetica
18421,Dermatologiacutea  Otros,dermatologiacutea otros
18422,Endocrinologiacutea  Diabetologiacutea,endocrinologiacutea diabetologiacutea
18423,Endocrinologiacutea  Lipidologiacutea,endocrinologiacutea lipidologiacutea
18424,Endocrinologiacutea  Otros,endocrinologiacutea otros
18425,Endocrinologiacutea y nutricioacuten,endocrinologiacutea nutricioacuten
18426,Gastroenterologiacutea  Endoscopias,gastroenterologiacutea endoscopias
18427,Gastroenterologiacutea  Otros,gastroenterologiacutea otros
18428,Geriatriacutea,geriatriacutea
18429,Ginecologiacutea  obstetricia  Especialista en fertilidad,ginecologiacutea obstetricia especialista en fertilidad
18430,Ginecologiacutea  obstetricia  Otros,ginecologiacutea obstetricia otros
18431,Hematologiacutea cliacutenica  Hemodinaacutemica,hematologiacutea cliacutenica hemodinaacutemica
18432,Hematologiacutea cliacutenica  Hemofilia,hematologiacutea cliacutenica hemofilia
18433,Hematologiacutea cliacutenica  Hemostasia,hematologiacutea cliacutenica hemostasia
18434,Hematologiacutea cliacutenica  Otros,hematologiacutea cliacutenica otros
18435,Hematologiacutea oncoloacutegica  Leucemia linfoblaacutestica aguda LLA,hematologiacutea oncoloacutegica leucemia linfoblaacutestica aguda lla
18436,Hematologiacutea oncoloacutegica  Leucemia linfociacutetica croacutenica LLC,hematologiacutea oncoloacutegica leucemia linfociacutetica croacutenica llc
18437,Hematologiacutea oncoloacutegica  Leucemia mieloide aguda LMA,hematologiacutea oncoloacutegica leucemia mieloide aguda lma
18438,Hematologiacutea oncoloacutegica  Linfoma de Hodgkin LH,hematologiacutea oncoloacutegica linfoma de hodgkin lh
18439,Hematologiacutea oncoloacutegica  Linfomas no Hodgkin NHL,hematologiacutea oncoloacutegica linfomas hodgkin nhl
18440,Hematologiacutea oncoloacutegica  Mieloma muacuteltiple MM,hematologiacutea oncoloacutegica mieloma muacuteltiple mm
18441,Hematologiacutea oncoloacutegica  Otros,hematologiacutea oncoloacutegica otros
18442,Hematologiacutea oncoloacutegica  Siacutendrome mielodisplaacutesico SMD,hematologiacutea oncoloacutegica siacutendrome mielodisplaacutesico smd
18443,Hepatologiacutea,hepatologiacutea
18444,Inmunologiacutea  Consulta,inmunologiacutea consulta
18445,Inmunologiacutea  Otros,inmunologiacutea otros
18446,MAP  Geriatriacutea,map geriatriacutea
18447,MAP  Medicina comunitariageneral,map medicina comunitariageneral
18448,MAP  Medicina del trabajo,map medicina del trabajo
18449,MAP  Medicina familiar,map medicina familiar
18450,MAP  Medico de PADES,map medico de pades
18451,MAP  Otros,map otros
18452,Maternidad,maternidad
18453,Medicina del deporte  Otros,medicina del deporte otros
18454,Medicina del deporte  Rehabilitador meacutedico,medicina del deporte rehabilitador meacutedico
18455,Medicina intensiva  UCI  UVI,medicina intensiva uci uvi
18456,Medicina interna  Cliacutenica,medicina interna cliacutenica
18457,Medicina interna  Infecciosas  Otras,medicina interna infecciosas otras
18458,Medicina interna  Infecciosas  Tropicales,medicina interna infecciosas tropicales
18459,Medicina interna  Infecciosas  VIH,medicina interna infecciosas vih
18460,Medicina interna  Otros,medicina interna otros
18461,Medicina interna  Urgencias,medicina interna urgencias
18462,Medicina nuclear  Neurorradiologiacutea,medicina nuclear neurorradiologiacutea
18463,Medicina nuclear  Otros,medicina nuclear otros
18464,Medicina nuclear  Personal especializado en scaners,medicina nuclear personal especializado en scaners
18465,Medicina nuclear  Radiodiagnoacutestica,medicina nuclear radiodiagnoacutestica
18466,Medicina nuclear  Radiologiacutea,medicina nuclear radiologiacutea
18467,Medicina preventiva,medicina preventiva
18468,Nefrologiacutea  Hemodialisis  Predialisis,nefrologiacutea hemodialisis predialisis
18469,Nefrologiacutea  Otros,nefrologiacutea otros
18470,Neonatologiacutea,neonatologiacutea
18471,Neumologiacutea,neumologiacutea
18472,Neurocirugiacutea,neurocirugiacutea
18473,Neurofisiologiacutea  Otros,neurofisiologiacutea otros
18474,Neurofisiologiacutea cliacutenica,neurofisiologiacutea cliacutenica
18475,Neurologiacutea  Cefaleas,neurologiacutea cefaleas
18476,Neurologiacutea  Enfermedades neuromusculares,neurologiacutea enfermedades neuromusculares
18477,Neurologiacutea  Epilepsia,neurologiacutea epilepsia
18478,Neurologiacutea  Esclerosis multiple,neurologiacutea esclerosis multiple
18479,Neurologiacutea  Especialista en el suentildeo,neurologiacutea especialista en el suentildeo
18480,Neurologiacutea  Neurorradiologiacutea,neurologiacutea neurorradiologiacutea
18481,Neurologiacutea  Otros,neurologiacutea otros
18482,Neurologiacutea  Parkinson,neurologiacutea parkinson
18483,Neuropediatra  CLN2,neuropediatra cln2
18484,Neuropediatra  Distrofia muscular,neuropediatra distrofia muscular
18485,Neuropediatra  Enfermedad de Huntington,neuropediatra enfermedad de huntington
18486,Neuropediatra  Enfermedades neuromusculares,neuropediatra enfermedades neuromusculares
18487,Neuropediatra  Epilepsia,neuropediatra epilepsia
18488,Neuropediatra  Espina biacutefida,neuropediatra espina biacutefida
18489,Neuropediatra  Gaucher,neuropediatra gaucher
18490,Neuropediatra  Otros,neuropediatra otros
18491,Neuropsiquiatriacutea,neuropsiquiatriacutea
18492,Odontologiacutea  Auxiliar,odontologiacutea auxiliar
18493,Odontologiacutea  Odontoestomatologiacutea,odontologiacutea odontoestomatologiacutea
18494,Odontologiacutea  Ortodoncista,odontologiacutea ortodoncista
18495,Odontologiacutea  Otros,odontologiacutea otros
18496,Odontologiacutea  Periodoncista,odontologiacutea periodoncista
18497,Odontologiacutea  Proteacutesico dental,odontologiacutea proteacutesico dental
18498,Oftalmologiacutea  Adjuntas,oftalmologiacutea adjuntas
18499,Oftalmologiacutea  Otros,oftalmologiacutea otros
18500,Oncologiacutea meacutedica  Cabeza y cuello,oncologiacutea meacutedica cabeza cuello
18501,Oncologiacutea meacutedica  Colon,oncologiacutea meacutedica colon
18502,Oncologiacutea meacutedica  Digestivo,oncologiacutea meacutedica digestivo
18503,Oncologiacutea meacutedica  General,oncologiacutea meacutedica general
18504,Oncologiacutea meacutedica  Ginecoloacutegicos,oncologiacutea meacutedica ginecoloacutegicos
18505,Oncologiacutea meacutedica  Mama,oncologiacutea meacutedica mama
18506,Oncologiacutea meacutedica  Melanomas,oncologiacutea meacutedica melanoma
18507,Oncologiacutea meacutedica  Otros,oncologiacutea meacutedica otros
18508,Oncologiacutea meacutedica  Ovaacuterico,oncologiacutea meacutedica ovaacuterico
18509,Oncologiacutea meacutedica  Pulmoacuten,oncologiacutea meacutedica pulmoacuten
18510,Oncologiacutea meacutedica  Uroloacutegicos,oncologiacutea meacutedica uroloacutegicos
18511,Oncologiacutea meacutedica  Urotelial,oncologiacutea meacutedica urotelial
18512,Oncologiacutea radioteraacutepica,oncologiacutea radioteraacutepica
18513,Otorrinolaringologiacutea,otorrinolaringologiacutea
18514,Pediatriacutea general,pediatriacutea general
18515,Pediatriacutea y aacutereas especiacuteficas,pediatriacutea aacutereas especiacuteficas
18516,Psiquiatriacutea  Otros,psiquiatriacutea otros
18517,Psiquiatria adulto  Depresioacuten,psiquiatria adulto depresioacuten
18518,Psiquiatria adulto  Esquizofreacutenia,psiquiatria adulto esquizofreacutenia
18519,Psiquiatria adulto  Otros,psiquiatria adulto otros
18520,Psiquiatria adulto  Trastorno bipolar,psiquiatria adulto trastorno bipolar
18521,Psiquiatria adulto  Trastorno compulsivo,psiquiatria adulto trastorno compulsivo
18522,Psiquiatria adulto  Trastornos adictivos,psiquiatria adulto trastornos adictivos
18523,Psiquiatria infantil  Autismo,psiquiatria infantil autismo
18524,Psiquiatria infantil  Esquizofreacutenia,psiquiatria infantil esquizofreacutenia
18525,Psiquiatria infantil  Otros,psiquiatria infantil otros
18526,Psiquiatria infantil  TDA,psiquiatria infantil tda
18527,Psiquiatria infantil  TDAH,psiquiatria infantil tdah
18528,Psiquiatria infantil  TICS,psiquiatria infantil tic
18529,Psiquiatria infantil  Trastorno alimentario,psiquiatria infantil trastorno alimentario
18530,Psiquiatria infantil  Trastornos adictivos,psiquiatria infantil trastornos adictivos
18531,Quirofaniacutea,quirofaniacutea
18532,Rehabilitacioacuten  Medicina del deporte,rehabilitacioacuten medicina del deporte
18533,Rehabilitacioacuten  Otros,rehabilitacioacuten otros
18534,Rehabilitacioacuten  Rehabilitador cliacutenico,rehabilitacioacuten rehabilitador cliacutenico
18535,Reumatologiacutea,reumatologiacutea
18536,Sexologiacutea,sexologiacutea
18537,Traumatologiacutea  Cirugiacutea ortopeacutedica,traumatologiacutea cirugiacutea ortopeacutedica
18538,Traumatologiacutea  Cliacutenica,traumatologiacutea cliacutenica
18539,Traumatologiacutea  Otros,traumatologiacutea otros
18540,Traumatologiacutea de trafico,traumatologiacutea de trafico
18541,Urgencias,urgencias
18542,Urologiacutea,urologiacutea
18543,Administrador hospital,administrador hospital
18544,Alergología e Inmunología clínica,alergolog e inmunolog cl nica
18545,Andrología,androlog
18546,Anestesiología y reanimación,anestesiolog reanimaci n
18547,Angiología,angiolog
18548,Cardiología  Clínica,cardiolog cl nica
18549,Cardiología  Electrofisiología,cardiolog electrofisiolog
18550,Cardiología  Intervencionista,cardiolog intervencionista
18551,Cardiología  Otros,cardiolog otros
18552,Cirugía  Otros,cirug otros
18553,Cirugía abdominal,cirug abdominal
18554,Cirugía bariátrica,cirug bari trica
18555,Cirugía bucal,cirug bucal
18556,Cirugía cabeza y cuello,cirug cabeza cuello
18557,Cirugía cardiovascular,cirug cardiovascular
18558,Cirugía colorrectal,cirug colorrectal
